id,track_name,track_number,album,album_label,release_year,release_month,acousticness,danceability,energy,liveness,loudness,speechiness,tempo,valence,popularity
180,Sad Beautiful Tragic (Taylor's Version),12,Red (Taylor's Version),Republic,2021,November,0.622,0.601,0.406,0.133,-11.827,0.028,130.059,0.232,65
181,The Lucky One (Taylor's Version),13,Red (Taylor's Version),Republic,2021,November,0.066,0.686,0.571,0.061,-7.138,0.05,117.889,0.538,63
182,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),14,Red (Taylor's Version),Republic,2021,November,0.271,0.498,0.61,0.223,-5.098,0.036,79.918,0.474,70
183,Starlight (Taylor's Version),15,Red (Taylor's Version),Republic,2021,November,0.003,0.628,0.685,0.18,-5.864,0.036,126.014,0.605,63
184,Begin Again (Taylor's Version),16,Red (Taylor's Version),Republic,2021,November,0.075,0.519,0.527,0.132,-7.673,0.027,78.915,0.267,66
185,The Moment I Knew (Taylor's Version),17,Red (Taylor's Version),Republic,2021,November,0.049,0.636,0.402,0.107,-7.855,0.031,125.952,0.208,63
186,Come Back...Be Here (Taylor's Version),18,Red (Taylor's Version),Republic,2021,November,0.016,0.46,0.632,0.082,-6.031,0.03,79.846,0.399,66
187,Girl At Home (Taylor's Version),19,Red (Taylor's Version),Republic,2021,November,0.01,0.691,0.736,0.101,-6.974,0.033,125.089,0.612,61
188,State Of Grace (Acoustic Version) (Taylor's Version),20,Red (Taylor's Version),Republic,2021,November,0.663,0.445,0.131,0.108,-13.778,0.056,208.918,0.101,61
189,Ronan (Taylor's Version),21,Red (Taylor's Version),Republic,2021,November,0.661,0.623,0.279,0.193,-10.802,0.031,116.04,0.38,58
190,Better Man (Taylor's Version) (From The Vault),22,Red (Taylor's Version),Republic,2021,November,0.214,0.473,0.579,0.088,-5.824,0.038,73.942,0.255,67
191,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),23,Red (Taylor's Version),Republic,2021,November,0.817,0.606,0.377,0.154,-9.455,0.028,101.96,0.446,70
192,Babe (Taylor's Version) (From The Vault),24,Red (Taylor's Version),Republic,2021,November,0.054,0.584,0.743,0.121,-7.075,0.093,167.844,0.746,67
193,Message In A Bottle (Taylor's Version) (From The Vault),25,Red (Taylor's Version),Republic,2021,November,0.002,0.622,0.791,0.083,-6.106,0.054,115.915,0.494,70
194,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),26,Red (Taylor's Version),Republic,2021,November,0.167,0.391,0.715,0.183,-4.516,0.05,149.654,0.473,70
195,Forever Winter (Taylor's Version) (From The Vault),27,Red (Taylor's Version),Republic,2021,November,0.256,0.611,0.552,0.134,-5.828,0.031,116.012,0.41,63
196,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),28,Red (Taylor's Version),Republic,2021,November,0.817,0.61,0.488,0.312,-6.918,0.029,125.039,0.443,64
197,The Very First Night (Taylor's Version) (From The Vault),29,Red (Taylor's Version),Republic,2021,November,0.001,0.678,0.733,0.104,-5.025,0.028,121.009,0.581,69
198,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),30,Red (Taylor's Version),Republic,2021,November,0.274,0.631,0.518,0.088,-8.771,0.03,93.023,0.205,80
199,Fearless (Taylor’s Version),1,Fearless (Taylor's Version),Republic,2021,April,0.012,0.569,0.741,0.333,-4.963,0.028,100.118,0.43,78
200,Fifteen (Taylor’s Version),2,Fearless (Taylor's Version),Republic,2021,April,0.116,0.559,0.646,0.32,-4.61,0.027,95.466,0.289,66
201,Love Story (Taylor’s Version),3,Fearless (Taylor's Version),Republic,2021,April,0.13,0.627,0.792,0.084,-4.311,0.031,119.054,0.415,78
202,Hey Stephen (Taylor’s Version),4,Fearless (Taylor's Version),Republic,2021,April,0.106,0.788,0.571,0.093,-6.135,0.03,115.99,0.797,65
203,White Horse (Taylor’s Version),5,Fearless (Taylor's Version),Republic,2021,April,0.369,0.423,0.517,0.177,-7.377,0.049,185.262,0.366,67
204,You Belong With Me (Taylor’s Version),6,Fearless (Taylor's Version),Republic,2021,April,0.062,0.632,0.773,0.088,-4.856,0.035,130.033,0.474,81
205,Breathe (feat. Colbie Caillat) (Taylor’s Version),7,Fearless (Taylor's Version),Republic,2021,April,0.156,0.506,0.626,0.228,-6.066,0.029,148.035,0.321,63
